,customerid,lastname,creditscore
2939,15591915,Frolov,533
2940,15772798,Chikezie,711
2941,15792008,Zetticci,555
2942,15715541,Yang,850
2943,15639277,Lin,678
2944,15798850,Goddard,576
2945,15776348,Rogers,835
2946,15727696,Zubareva,592
2947,15793813,Onochie,774
2948,15694395,Ts'ui,620
2949,15764195,Newsom,519
2950,15744919,Genovese,734
2951,15671655,Thorpe,763
2952,15654901,Horton,733
2953,15649136,Williamson,650
2954,15775562,Shoobridge,538
2955,15807481,Peng,577
2956,15642885,Gray,792
2957,15789109,Watson,686
2958,15814004,Fyodorova,589
2959,15673619,Bazhenov,530
2960,15595135,Solomon,778
2961,15583681,Layh,616
2962,15605000,John,550
2963,15718071,Tuan,655
2964,15679760,Slattery,721
2965,15654574,Onyekachi,499
2966,15577178,Genovese,511
2967,15595324,Daniels,579
2968,15756932,Caldwell,696
2969,15726358,Chiemenam,681
2970,15595228,Wanliss,815
2971,15782530,Bruce,681
2972,15592877,Wright,641
2973,15651983,Fang,591
2974,15746737,Eames,565
2975,15774179,Sutherland,487
2976,15667265,Cavenagh,729
2977,15655123,Dumetolisa,505
2978,15595917,Mackay,580
2979,15668385,Dellucci,642
2980,15709476,Kenyon,850
2981,15711218,Parry,616
2982,15798659,Kennedy,526
2983,15663939,Arnott,523
2984,15694946,Hanson,663
2985,15631912,T'ao,840
2986,15768816,Shen,570
2987,15682268,Steere,676
2988,15684801,Abbott,689
2989,15636428,Sutherland,703
2990,15809823,Thurgood,491
2991,15699284,Johnson,584
2992,15786993,Lung,810
2993,15709441,Cocci,745
2994,15710257,Matveyeva,625
2995,15582492,Moore,535
2996,15575694,Yobachukwu,729
2997,15756820,Fleming,655
2998,15766289,Dickinson,751
2999,15593014,Evseyev,525
3000,15584545,Aksenov,532
3001,15675949,Fleming,696
3002,15672091,Ulyanov,786
3003,15801658,Summers,580
3004,15706185,Clements,596
3005,15789863,Kazakova,683
3006,15720943,Pirozzi,747
3007,15697997,Jamieson,602
3008,15665416,Ferri,779
3009,15660200,Mai,551
3010,15619653,Hannaford,666
3011,15773447,Fomin,526
3012,15739160,Mahon,849
3013,15689237,Shaw,471
3014,15679297,Volkova,628
3015,15591433,Miles,674
3016,15642725,Madison,797
3017,15701962,Scott,590
3018,15811613,Voss,588
3019,15741049,Colebatch,577
3020,15724423,Wilson,571
3021,15574305,T'ang,680
3022,15678168,Gibson,648
3023,15697020,Hs?eh,618
3024,15610801,Pan,648
3025,15745232,Chikelu,759
3026,15722758,Allan,585
3027,15792102,Yefremova,774
3028,15675185,Chuang,697
3029,15801247,Fan,605
3030,15725660,Dellucci,676
3031,15638963,Garran,678
3032,15800061,Moretti,495
3033,15578006,Yao,787
3034,15668504,Lucchesi,770
3035,15687491,Nkemdilim,817
3036,15610403,Anderson,659
3037,15741094,Sagese,693
3038,15807909,Rubensohn,744
3039,15666141,Baldwin,829
3040,15617134,Iqbal,716
3041,15783029,Monaldo,671
3042,15622833,Mahon,835
3043,15746422,Muir,636
3044,15750839,Burns,649
3045,15749130,Dyer,621
3046,15779862,Lyons,658
3047,15767871,H?,784
3048,15679651,Gardiner,783
3049,15576219,Cameron,615
3050,15699247,Chapman,791
3051,15619087,Taylor,762
3052,15605327,Namatjira,607
3053,15610140,He,601
3054,15791174,Leibius,540
3055,15602373,White,812
3056,15762605,Wall,685
3057,15598840,Moretti,680
3058,15744279,Patterson,680
3059,15670619,Coppin,631
3060,15599533,Tsao,569
3061,15757837,Kao,584
3062,15697574,Stewart,582
3063,15578738,Tuan,609
3064,15762228,Barnes,506
3065,15614827,Sun,503
3066,15789815,Fallaci,503
3067,15579781,Buccho,806
3068,15587013,Tien,653
3069,15570932,Pirozzi,666
3070,15794661,Liu,674
3071,15581654,Long,798
3072,15644296,Scott,740
3073,15614420,Gerasimova,531
3074,15609653,Ifeatu,614
3075,15594577,De Luca,556
3076,15584114,Ogbonnaya,678
3077,15673367,Humffray,587
3078,15685576,Degtyaryov,527
3079,15774727,Monaldo,757
3080,15694288,Cawthorne,468
3081,15603319,Graham,693
3082,15759066,Carpenter,483
3083,15814816,Kambinachi,466
3084,15724402,Tyler,770
3085,15571059,Martin,734
3086,15674206,Walker,716
3087,15715160,Khan,439
3088,15730448,Iroawuchi,538
3089,15662067,Summers,743
3090,15779581,Bottrill,734
3091,15662901,Hu,656
3092,15689751,Jones,666
3093,15667742,Vincent,627
3094,15738448,Sanford,480
3095,15680243,Brown,792
3096,15745083,Lei,613
3097,15708228,Toscani,476
3098,15628523,Chien,539
3099,15708196,Uchenna,696
3100,15735549,Lori,810
3101,15809347,Fanucci,763
3102,15660866,Chimaobim,640
3103,15766609,Jowers,655
3104,15654230,Miller,526
3105,15794566,Kirsova,678
3106,15800890,T'ien,554
3107,15697424,Ku,597
3108,15724536,Chin,560
3109,15735878,Law,850
3110,15707596,Chung,546
3111,15657163,Cockrum,623
3112,15622478,Greaves,698
3113,15779529,Grant,620
3114,15636023,O'Donnell,619
3115,15582066,Maclean,561
3116,15666675,Hsieh,753
3117,15732987,Hs?,721
3118,15789432,Mazzanti,451
3119,15663161,Chiu,680
3120,15694879,Reeves,590
3121,15593715,Castiglione,634
3122,15575002,Ferguson,676
3123,15622171,Nnamdi,642
3124,15795224,Wu,760
3125,15685346,Chu,736
3126,15691808,King,656
3127,15721007,Charlton,776
3128,15794253,Marsh,832
3129,15694453,Walker,631
3130,15813113,Chang,795
3131,15614187,Pottinger,648
3132,15619407,Buckley,615
3133,15646227,Folliero,682
3134,15660541,Olisanugo,694
3135,15753874,Kent,694
3136,15617877,Jessop,607
3137,15772073,Hodge,664
3138,15701537,Ignatiev,756
3139,15736228,Chambers,645
3140,15780572,Mansom,653
3141,15769596,Yen,710
3142,15586996,Azikiwe,697
3143,15722061,Allen,619
3144,15638003,Komarova,648
3145,15775590,Mackay,482
3146,15730688,Yu,548
3147,15753102,Curtis,752
3148,15810075,Fang,648
3149,15723373,Page,643
3150,15795298,Olisaemeka,573
3151,15584320,Brennan,686
3152,15724161,Sutton,644
3153,15750056,Hyde,702
3154,15609637,Nkemakolam,652
3155,15794493,Chimaijem,641
3156,15569641,Sung,692
3157,15815236,Chiganu,574
3158,15811177,Beneventi,643
3159,15680587,Esposito,834
3160,15672821,Owen,591
3161,15767681,Smalley,470
3162,15600379,Hsiung,608
3163,15801336,Ch'ang,649
3164,15721592,Barton,665
3165,15581282,Lucchese,651
3166,15746203,Hsia,555
3167,15583137,Pope,637
3168,15680752,Horrocks,675
3169,15688172,Tai,677
3170,15791373,Chikezie,850
3171,15589449,Frye,815
3172,15692819,Toscani,665
3173,15727467,Mellor,485
3174,15734312,Kang,577
3175,15764604,Sutherland,586
3176,15613014,Hs?,722
3177,15759684,Ting,528
3178,15609669,Chuang,542
3179,15685536,Chu,552
3180,15750447,Ozoemena,678
3181,15663249,Howells,575
3182,15638646,Lucchese,669
3183,15734161,Nnonso,636
3184,15631070,Gerasimova,667
3185,15761950,Woronoff,652
3186,15649668,Wilhelm,637
3187,15713912,Nebechukwu,516
3188,15586757,Anenechukwu,801
3189,15596522,Meredith,692
3190,15625395,Chinomso,585
3191,15760570,Stephenson,590
3192,15566689,Chimaoke,554
3193,15725794,Winters,659
3194,15673539,Napolitani,690
3195,15705298,L?,697
3196,15675791,Williams,610
3197,15747043,Giles,599
3198,15736397,Wang,544
3199,15678201,Robertson,548
3200,15720745,Murray,635
3201,15637593,Greco,722
3202,15598070,Marchesi,564
3203,15787550,Chao,719
3204,15603942,Hawthorn,547
3205,15733973,Bibi,850
3206,15596761,Hawdon,515
3207,15652400,Moss,667
3208,15717893,Briggs,607
3209,15622585,McIntyre,525
3210,15733964,Russo,606
3211,15753861,Ballard,686
3212,15747097,Hs?,611
3213,15594762,Pisani,827
3214,15667417,Tao,572
3215,15684861,Thomson,726
3216,15742204,Hsu,579
3217,15623502,Morrison,598
3218,15774872,Joslin,663
3219,15611191,Scott,505
3220,15674331,Bidwill,576
3221,15619465,Cameron,555
3222,15575247,Cartwright,524
3223,15695679,Yao,776
3224,15713463,Tate,645
3225,15785170,Neal,850
3226,15796351,Yao,603
3227,15639576,Burns,691
3228,15693264,Onyinyechukwuka,583
3229,15589715,Fulks,584
3230,15769902,Christie,679
3231,15587177,Lloyd,646
3232,15814553,Ball,559
3233,15601550,Genovesi,595
3234,15664907,Alexander,527
3235,15612465,Siciliano,684
3236,15810800,Ositadimma,673
3237,15665760,Kazantsev,802
3238,15588080,Giles,675
3239,15776844,Hao,762
3240,15717560,Martin,580
3241,15629739,Hartley,621
3242,15729908,Allan,411
3243,15716781,Dolgorukova,815
3244,15646936,Nnamdi,631
3245,15768151,Romano,514
3246,15579212,Chuang,638
3247,15721835,Owen,791
3248,15800515,Singh,516
3249,15591279,Nwagugheuzo,734
3250,15587419,Shipton,611
3251,15750335,Paterson,850
3252,15699619,Rivas,641
3253,15606472,Lung,585
3254,15778368,Allan,552
3255,15671387,Fetherstonhaugh,507
3256,15573926,Lung,735
3257,15709183,Davidson,707
3258,15577514,Mai,698
3259,15778830,Dellucci,841
3260,15768072,Mitchell,688
3261,15768293,Sun,614
3262,15654456,Napolitano,511
3263,15807525,Bailey,447
3264,15574372,Hoolan,738
3265,15671249,Kent,422
3266,15779744,Chou,537
3267,15624755,Pepper,707
3268,15611430,Abramowitz,690
3269,15774744,Lord,664
3270,15629885,Wilson,850
3271,15708791,Abazu,584
3272,15793890,Harriman,728
3273,15646091,Frankland,560
3274,15596984,Pinto,629
3275,15800215,Kwemtochukwu,658
3276,15577806,Chiu,794
3277,15749381,Yu,790
3278,15683758,Onyekachukwu,640
3279,15670615,Castiglione,652
3280,15715622,To Rot,583
3281,15707634,Anenechukwu,775
3282,15806901,Henderson,584
3283,15775335,Ellis,635
3284,15724150,Nkemdirim,814
3285,15627220,Kang,735
3286,15672330,Lear,678
3287,15668521,Jamieson,693
3288,15807837,Mazzanti,640
3289,15592570,Marino,773
3290,15748589,Winter,736
3291,15635893,T'ien,693
3292,15757632,Hughes-Jones,496
3293,15691863,Cody,751
3294,15706071,Hunt,528
3295,15654296,Estrada,754
3296,15755018,Dickinson,568
3297,15594041,Fanucci,592
3298,15670587,Yang,558
3299,15724527,Forbes,825
3300,15801904,Heard,677
3301,15658195,Efremova,653
3302,15630113,Morphett,593
3303,15784320,Lenhardt,632
3304,15676513,Burns,601
3305,15574072,Ch'ien,786
3306,15633854,Sun,654
3307,15618566,Jamieson,572
3308,15733014,Nolan,813
3309,15753343,Barry,523
3310,15746076,Saunders,506
3311,15608226,McMorran,513
3312,15605684,Phelan,664
3313,15638988,Fu,684
3314,15628767,Hotchin,608
3315,15737977,Aksyonov,527
3316,15758116,Rossi,666
3317,15575119,Hughes,779
3318,15625126,Duncan,629
3319,15567114,McGarry,430
3320,15672242,Aksenov,712
3321,15681327,Akhtar,682
3322,15802585,Pisani,634
3323,15740630,Pisano,487
3324,15815420,McDaniels,808
3325,15711468,Tennant,527
3326,15799626,Donaghy,637
3327,15659325,Todd,802
3328,15651352,Tobenna,529
3329,15684925,Vicars,850
3330,15657439,Chao,738
3331,15574122,Tien,817
3332,15720508,Hsing,735
3333,15599078,Yang,619
3334,15702300,Walker,671
3335,15660735,T'ang,581
3336,15671390,Chukwukere,690
3337,15647385,Ch'iu,579
3338,15739223,Pai,688
3339,15631305,Franklin,599
3340,15809263,Y?,729
3341,15640866,Peng,718
3342,15775663,Otitodilichukwu,712
3343,15631800,Pagnotto,474
3344,15654292,Vessels,565
3345,15648320,Heller,658
3346,15726747,Donaldson,714
3347,15694510,Ifeanyichukwu,725
3348,15572291,Kao,825
3349,15603465,Dunn,665
3350,15685628,Calabresi,670
3351,15792729,Holland,474
3352,15767414,Calabresi,591
3353,15568044,Butusov,508
3354,15751333,Atkinson,695
3355,15623062,Vasilyeva,660
3356,15713621,Mollison,687
3357,15670668,Webb,658
3358,15750638,Obiajulu,705
3359,15747878,Aiken,739
3360,15726796,Brabyn,844
3361,15754952,Su,602
3362,15652192,Traeger,759
3363,15681924,Ekwueme,747
3364,15763544,Thompson,673
3365,15764431,Chinwenma,671
3366,15684010,Tuan,640
3367,15648881,Tsai,581
3368,15733303,Liu,630
3369,15643294,Robinson,703
3370,15749905,Carr,698
3371,15625175,Palerma,742
3372,15643967,Chineze,652
3373,15578251,Fang,644
3374,15772573,Simpson,735
3375,15733234,Moretti,777
3376,15721582,Hale,644
3377,15628219,Benson,665
3378,15571302,Estep,529
3379,15637178,Mishina,803
3380,15601184,Abramovich,604
3381,15629511,Lavrentiev,738
3382,15570629,Alexeyeva,655
3383,15665766,T'ang,698
3384,15693732,Kilgour,775
3385,15765982,Chin,735
3386,15582016,Fiorentini,766
3387,15798024,Lori,537
3388,15588622,Marchesi,599
3389,15724863,Sheppard,420
3390,15618213,Nnanna,674
3391,15780411,Norris,570
3392,15725429,Vincent,623
3393,15600626,Bradley,710
3394,15668460,Bellucci,466
3395,15576263,Clements,759
3396,15720354,Knowles,581
3397,15691624,Chidiebere,820
3398,15793196,Kelly,759
3399,15633352,Okwukwe,628
3400,15750874,Onyemere,676
3401,15588923,Murphy,591
3402,15715745,Elliott,690
3403,15611800,Loggia,624
3404,15576928,Walsh,573
3405,15793693,Mahomed,694
3406,15581252,Dolgorukova,632
3407,15797760,Bogdanov,632
3408,15790564,She,832
3409,15593736,Cook,598
3410,15595937,Bruno,430
3411,15815628,Moysey,711
3412,15782802,Beneventi,582
3413,15627412,Ferri,605
3414,15734609,Skinner,657
3415,15710689,Angel,578
3416,15565806,Toosey,532
3417,15815530,Chin,612
3418,15632272,Lung,792
3419,15684103,Mellor,674
3420,15654519,Hassall,680
3421,15767722,Richardson,593
3422,15654346,Poninski,679
3423,15660147,Dore,493
3424,15814998,Bonham,688
3425,15802207,Ibezimako,769
3426,15658668,Hunter,581
3427,15715079,Bold,465
3428,15570360,Wan,641
3429,15674678,Bradley,731
3430,15780925,Tretyakova,625
3431,15688193,Graham,468
3432,15778219,Izmailov,790
3433,15696514,Calabrese,587
3434,15712303,Valentin,692
3435,15719090,Osonduagwuike,676
3436,15735632,Williamson,571
3437,15619436,Pan,700
3438,15722404,Carpenter,445
3439,15662063,McIver,746
3440,15745605,Trevisan,722
3441,15636658,Rozhkova,596
3442,15784130,He,850
3443,15606755,Moretti,597
3444,15801699,Fishbourne,436
3445,15784097,Gibson,660
3446,15764654,Zikoranachidimma,649
3447,15612092,Palmer,646
3448,15610903,Chukwueloka,560
3449,15705777,Real,710
3450,15661936,Chikelu,513
3451,15700864,Fiorentini,607
3452,15722965,Yefimova,757
3453,15737521,Ball,619
3454,15814465,Ch'in,612
3455,15580988,Odell,842
3456,15789974,Enemuo,713
3457,15713370,Hunter,657
3458,15748673,Nepean,770
3459,15754919,Nwebube,773
3460,15641662,Enticknap,470
3461,15813422,Lu,781
3462,15713596,Ugochukwu,428
3463,15791216,Mann,600
3464,15689031,Murphy,697
3465,15763704,Docherty,692
3466,15631339,Adams,791
3467,15771509,Hirst,538
3468,15769586,Horan,820
3469,15656096,Cumbrae-Stewart,679
3470,15585280,Kinney,649
3471,15743582,T'ang,632
3472,15761692,Muir,594
3473,15627840,Toscano,682
3474,15778861,Wallace,720
3475,15770554,Fraser,769
3476,15806956,Iqbal,746
3477,15701908,Nina,623
3478,15736990,Chuang,537
3479,15743714,Ch'ien,468
3480,15807993,Bruno,588
3481,15644686,Kennedy,729
3482,15677377,Lawrence,543
3483,15626412,Mort,499
3484,15643679,Goliwe,784
3485,15728456,Martinez,604
3486,15630661,Vasilyev,614
3487,15734044,Black,671
3488,15705001,Napolitani,587
3489,15809817,Ch'en,593
3490,15809137,Sagese,453
3491,15751593,Fraser,570
3492,15626491,Hughes,655
3493,15765461,Giles,632
3494,15568120,Lacross,681
3495,15787161,Pisani,591
3496,15812324,King,779
3497,15588944,Maughan,456
3498,15694253,Palerma,686
3499,15759566,Tochukwu,617
3500,15675675,Slate,850
3501,15802060,Ch'ang,646
3502,15660505,Romani,735
3503,15782630,Genovese,543
3504,15700710,Chiebuka,490
3505,15742834,Liao,640
3506,15806511,Berry,445
3507,15608166,Fallaci,761
3508,15614230,T'an,426
3509,15729958,Wilkinson,777
3510,15800814,Palerma,534
3511,15674727,Lazarev,777
3512,15657779,Boylan,806
3513,15801395,Warren,790
3514,15757911,Trevisani,643
3515,15665340,Trevisano,584
3516,15787151,Liao,638
3517,15757821,Burgess,771
3518,15600688,Liston,600
3519,15594878,Thompson,661
3520,15569248,Milanesi,554
3521,15812706,Mazure,627
3522,15645045,Rudduck,659
3523,15766746,Darwin,835
3524,15700383,Uvarova,763
3525,15632551,Buccho,625
3526,15795129,Gallo,799
3527,15650545,Tomlinson,849
3528,15612769,Carr,692
3529,15710853,Ts'ui,623
3530,15623712,Coates,453
3531,15653251,Hickey,408
3532,15755077,Norton,778
3533,15808557,Mancini,695
3534,15614687,Tien,677
3535,15626882,Stobie,662
3536,15748034,Drakeford,534
3537,15632324,Pisani,602
3538,15761023,Murphy,554
3539,15761453,Kovalev,667
3540,15646726,Crawford,672
3541,15637169,Maclean,838
3542,15636024,Blackburn,692
3543,15801218,Bermudez,675
3544,15642655,Savage,731
3545,15690130,Wyatt,468
3546,15653753,Chiemenam,542
3547,15641359,Shao,662
3548,15776827,Langdon,770
3549,15647725,Napolitano,675
3550,15648455,Kung,647
3551,15580629,Blackwood,604
3552,15730161,Marcelo,833
3553,15626612,Yin,741
3554,15662865,Storey,658
3555,15629094,Fomin,528
3556,15651823,Nkemjika,590
3557,15594827,Glasgow,675
3558,15786392,Chen,765
3559,15727353,Ch'ang,650
3560,15733777,Evans,817
3561,15614302,Crotty,699
3562,15723263,Cocci,495
3563,15687270,Iroawuchi,491
3564,15803121,Chia,847
3565,15598700,Hysell,676
3566,15741875,Williamson,746
3567,15631709,Ginikanwa,470
3568,15672970,Chigolum,714
3569,15761670,Morley,695
3570,15706005,Roberts,674
3571,15790336,Tokareva,664
3572,15754267,Fleming,697
3573,15791988,Chinomso,670
3574,15683375,Compton,541
3575,15625151,Wan,640
3576,15635285,Taylor,647
3577,15574296,Kambinachi,757
3578,15711618,Chang,704
3579,15670943,See,778
3580,15634359,Dyer,639
3581,15586629,Campbell,637
3582,15588461,Cremonesi,686
3583,15773221,Harris,577
3584,15664227,Threatt,506
3585,15741745,Lane,757
3586,15652626,Grave,826
3587,15599410,Stanley,721
3588,15571958,McIntosh,489
3589,15785406,Watts,446
3590,15687884,Alekseyeva,677
3591,15621685,Davies,769
3592,15628886,Matlock,677
3593,15699325,Fedorova,555
3594,15578369,Chiedozie,652
3595,15654156,Marcelo,722
3596,15707199,Cooper,643
3597,15671630,McMillan,796
3598,15632079,Hardy,720
3599,15767921,Madukwe,613
3600,15573599,Adamson,506
3601,15747208,Watt,608
3602,15582762,Mazzanti,667
3603,15772528,Mishin,750
3604,15755798,Feng,610
3605,15788683,Kang,588
3606,15616922,Kelly,479
3607,15771855,Yu,682
3608,15601873,Bull,677
3609,15657868,Serra,850
3610,15711716,Ferguson,580
3611,15734246,She,746
3612,15792151,Hamilton,635
3613,15770159,Nnanna,664
3614,15747649,Summerville,558
3615,15639357,Allan,415
3616,15738907,Tobenna,798
3617,15663446,Volkova,792
3618,15750867,Nucci,489
3619,15715939,Wright,730
3620,15763806,Astorga,773
3621,15637993,Pokrovsky,711
3622,15720338,Mazzanti,592
3623,15627162,Blesing,695
3624,15596710,Ku,640
3625,15781678,Pisani,470
3626,15634968,Hsueh,789
3627,15609475,Ricci,604
3628,15573319,Azubuike,493
3629,15738291,Nevzorova,671
3630,15782456,Odili,656
3631,15794841,Kung,739
3632,15684696,Lei,560
3633,15629846,Sheehan,827
3634,15674442,Kung,681
3635,15571689,Kelechi,740
3636,15730469,Anenechi,663
3637,15809320,McElhone,845
3638,15684367,Chigbogu,555
3639,15793049,Atkins,680
3640,15603665,Colombo,638
3641,15613623,Tilley,640
3642,15569572,Sopuluchi,778
3643,15698791,Udinesi,679
3644,15626233,Onyekachi,593
3645,15607263,McCartney,788
3646,15610900,Thompson,770
3647,15624775,Onyeoruru,729
3648,15691703,Shih,545
3649,15745355,Golibe,597
3650,15724955,Lucchesi,537
3651,15628999,Townsend,732
3652,15654341,Chao,542
3653,15744240,Shen,688
3654,15632365,Booth,542
3655,15729689,Chan,754
3656,15759284,Yeh,750
3657,15602124,Badgery,731
3658,15661903,Hsia,699
3659,15664668,Zarate,534
3660,15736431,Congreve,494
3661,15748639,Hayslett,497
3662,15628123,Robinson,632
3663,15602731,Wong,724
3664,15794137,Nevzorova,751
3665,15748696,Page,733
3666,15725068,Quinn,701
3667,15807340,O'Donnell,525
3668,15586133,Pisano,666
3669,15576185,Sinclair,653
3670,15660809,Loving,850
3671,15616666,Artemova,646
3672,15706904,Robertson,750
3673,15606915,Genovese,764
3674,15749693,Ugonnatubelum,658
3675,15791743,Corbett,727
3676,15796480,Reilly,687
3677,15790442,Wright,631
3678,15609458,Vincent,797
3679,15593897,Carr,650
3680,15604576,Eiland,850
3681,15666270,Omeokachie,676
3682,15572626,Mackenzie,620
3683,15727197,Pinto,576
3684,15714006,Gardener,482
3685,15642137,Fang,695
3686,15665327,Cattaneo,706
3687,15626806,Labrador,668
3688,15662578,Dettmann,679
3689,15790829,Gibson,703
3690,15654959,Hope,670
3691,15760244,Ives,590
3692,15715394,Greece,613
3693,15722246,Omeokachie,742
3694,15609704,Mao,608
3695,15757628,Savage,571
3696,15633586,Brierly,595
3697,15565796,Docherty,745
3698,15717935,McDonald,589
3699,15577700,Rapuokwu,749
3700,15747345,Bergamaschi,678
3701,15678317,Manfrin,603
3702,15698335,Bergamaschi,504
3703,15768451,MacDonald,739
3704,15753213,Lees,604
3705,15769645,Senior,612
3706,15657565,Nwokezuike,629
3707,15620323,Ekwueme,652
3708,15679983,Garmon,565
3709,15812616,Enyinnaya,707
3710,15601796,Chizuoke,645
3711,15729489,Hyde,762
3712,15613216,Cameron,639
3713,15657937,Lord,709
3714,15815428,Biryukova,823
3715,15640409,Carpenter,817
3716,15699492,Lorenzo,665
3717,15623536,Madukwe,646
3718,15707551,Hutcheon,568
3719,15577999,Sleeman,850
3720,15788775,Milne,473
3721,15758362,Williamson,731
3722,15807961,Bruno,619
3723,15710978,Palerma,715
3724,15703541,Wang,772
3725,15626474,Onyemere,686
3726,15608344,Dawson,749
